WKT,name,description
"POLYGON ((106.7985423 -6.2144992, 106.7982204 -6.2149259, 106.7983277 -6.2161844, 106.7983921 -6.2181469, 106.7983277 -6.2205787, 106.8030699 -6.2226052, 106.804765 -6.224717, 106.8088849 -6.2220079, 106.8083485 -6.2212613, 106.8083914 -6.2158005, 106.8061812 -6.2156511, 106.8061169 -6.2147552, 106.8062885 -6.2144566, 106.8062885 -6.2136033, 106.8061383 -6.212814, 106.8036278 -6.2133473, 106.7985423 -6.2144992))",Taman GBK,
