WKT,name,description
"POLYGON ((106.8834284 -6.2988556, 106.8843081 -6.3021615, 106.8851235 -6.3032066, 106.8870976 -6.3045715, 106.8897798 -6.3053607, 106.8944791 -6.3064271, 106.8970755 -6.3072802, 106.8986633 -6.3081759, 106.9054654 -6.3081333, 106.9059804 -6.3036331, 106.9059804 -6.2996021, 106.8964103 -6.2990902, 106.8848875 -6.2989409, 106.8834284 -6.2988556))",Taman Mini Indonesia Indah,
