WKT,name,description
"POLYGON ((106.8162884 -6.3050502, 106.816198 -6.3051025, 106.8162087 -6.3054651, 106.8163589 -6.3058543, 106.8168739 -6.3068727, 106.8169288 -6.3069487, 106.8169555 -6.3070392, 106.8169392 -6.3071563, 106.8168585 -6.3073853, 106.8166969 -6.3077738, 106.8165574 -6.3079444, 106.8163911 -6.3079924, 106.816096 -6.3079977, 106.8159753 -6.308123, 106.8158815 -6.3083176, 106.8158225 -6.3087069, 106.815809 -6.3090535, 106.8156883 -6.3095387, 106.8158225 -6.3100345, 106.8160156 -6.3102291, 106.8160746 -6.3104344, 106.816198 -6.3105837, 106.8167559 -6.3104931, 106.8172011 -6.3104664, 106.8176356 -6.3101998, 106.8178019 -6.310877, 106.8176356 -6.312162, 106.8178127 -6.3147266, 106.8171421 -6.3151265, 106.816434 -6.3151212, 106.8164447 -6.3153211, 106.8163723 -6.3159876, 106.8165823 -6.3161244, 106.8174996 -6.3162684, 106.8179985 -6.3161298, 106.8188944 -6.3166523, 106.819168 -6.3168122, 106.819109 -6.3172015, 106.8203642 -6.3173454, 106.8205413 -6.3174361, 106.8214425 -6.3175001, 106.8223866 -6.3173987, 106.8234917 -6.3173321, 106.8236902 -6.3173854, 106.8237706 -6.3174574, 106.8237385 -6.3177027, 106.8242508 -6.3177773, 106.8247738 -6.317772, 106.8250581 -6.3163057, 106.82538 -6.3138691, 106.8257394 -6.3113951, 106.825793 -6.3112564, 106.8259379 -6.3112404, 106.8263885 -6.3114004, 106.8265762 -6.3113471, 106.8269303 -6.3098701, 106.8270483 -6.3086864, 106.8253853 -6.3086065, 106.8247577 -6.3085318, 106.8246397 -6.3084358, 106.8245818 -6.3083347, 106.8246033 -6.3064045, 106.822951 -6.3064152, 106.8225755 -6.3065858, 106.8206121 -6.3064685, 106.8206014 -6.3061272, 106.8205263 -6.3058286, 106.8184771 -6.3053274, 106.8162884 -6.3050502))",Kebun Binatang Ragunan
,
