WKT,name,description
"POLYGON ((106.970056 -6.1035728, 106.7260261 -6.0888167, 106.7098899 -6.0959857, 106.6875739 -6.0968392, 106.6880889 -6.105715, 106.6983886 -6.111177, 106.6886039 -6.1142493, 106.6903205 -6.1183458, 106.6867156 -6.1285867, 106.6918655 -6.1335364, 106.6918655 -6.137462, 106.6863723 -6.1436063, 106.6887756 -6.1729617, 106.7080016 -6.1806416, 106.7160697 -6.1884921, 106.7172713 -6.1932706, 106.7208762 -6.1908813, 106.7241378 -6.192076, 106.7241378 -6.1978784, 106.7239661 -6.208459, 106.7201896 -6.208971, 106.7166838 -6.2236935, 106.7369399 -6.2236935, 106.7479262 -6.239393, 106.7475829 -6.2492903, 106.7523894 -6.2492903, 106.756166 -6.2608938, 106.7503295 -6.271132, 106.756166 -6.2745446, 106.766809 -6.2858063, 106.7719588 -6.2997977, 106.7777953 -6.3172011, 106.8090377 -6.3144712, 106.8007979 -6.3308505, 106.7994246 -6.3414285, 106.7929015 -6.3475704, 106.7932448 -6.3639486, 106.8100676 -6.3636074, 106.8148741 -6.3567832, 106.8347869 -6.3543948, 106.8385634 -6.3448407, 106.8485198 -6.3373338, 106.8550429 -6.3530299, 106.8704924 -6.3523475, 106.8814788 -6.3694079, 106.8996749 -6.3714551, 106.906198 -6.3615602, 106.9147811 -6.3653135, 106.9195876 -6.330168, 106.9223342 -6.3049164, 106.915811 -6.297409, 106.9113478 -6.2939964, 106.9068846 -6.283789, 106.9037947 -6.2616067, 106.9103179 -6.2561462, 106.9161544 -6.2568288, 106.9164977 -6.2520509, 106.9199309 -6.2503445, 106.9219908 -6.2551224, 106.9439635 -6.2527334, 106.9432769 -6.2390821, 106.9501433 -6.2189456, 106.9552931 -6.2189456, 106.9580397 -6.213826, 106.9628463 -6.2145087, 106.9686827 -6.1960778, 106.9724593 -6.180377, 106.9717726 -6.1602383, 106.970056 -6.1035728))",DKI Jakarta,
