WKT,name,description
"POLYGON ((110.0279844 -7.8974123, 110.7997739 -8.2203475, 110.8279264 -8.2060759, 110.8334195 -8.1748123, 110.8238065 -8.1618984, 110.819 -8.1442261, 110.8004606 -8.1625781, 110.7874143 -8.1544218, 110.7908475 -8.1272327, 110.7832944 -8.0898448, 110.7661283 -8.0456545, 110.7537687 -8.0252574, 110.7640683 -7.9953398, 110.7736814 -7.9477391, 110.7675016 -7.9205362, 110.7791745 -7.8797285, 110.7853544 -7.8525211, 110.7846677 -7.8185093, 110.7729947 -7.8069447, 110.7626951 -7.8089856, 110.7640683 -7.8232712, 110.7558286 -7.8266724, 110.7462156 -7.8103461, 110.7132566 -7.789257, 110.7153165 -7.8008221, 110.6981504 -7.8083053, 110.6706846 -7.802863, 110.6768644 -7.791298, 110.6713712 -7.7858555, 110.6590116 -7.8042236, 110.6473386 -7.7974207, 110.5999601 -7.798101, 110.60202 -7.8069447, 110.5759275 -7.8049039, 110.5855405 -7.7926586, 110.5642545 -7.7810932, 110.5567014 -7.7933389, 110.5409086 -7.7967404, 110.5127561 -7.7824539, 110.5100095 -7.7688472, 110.49353 -7.7661259, 110.4688108 -7.6273122, 110.4640043 -7.6055334, 110.4612577 -7.5728631, 110.4461515 -7.5422325, 110.4248655 -7.5517622, 110.4090726 -7.5735437, 110.3726804 -7.6068946, 110.3026426 -7.6545341, 110.2717435 -7.7082923, 110.2628171 -7.6865177, 110.2662504 -7.6722274, 110.2635038 -7.6456872, 110.2518308 -7.6409234, 110.2442777 -7.6545341, 110.2161252 -7.6470483, 110.1941526 -7.6463677, 110.1440275 -7.6436455, 110.1172483 -7.6695054, 110.1364744 -7.6831153, 110.1316678 -7.7450346, 110.1138151 -7.7634045, 110.1138151 -7.7776916, 110.1021421 -7.7776916, 110.0815427 -7.8042236, 110.0650632 -7.8130672, 110.0602567 -7.8389167, 110.0506437 -7.8436783, 110.0465238 -7.8702061, 110.0279844 -7.8974123))",DI Yogyakarta ,
